feature	Alcaligenaceae	Bacteroidaceae	Bifidobacteriaceae	Burkholderiaceae	Christensenellaceae	Clostridiaceae	Coriobacteriaceae	Desulfovibrionaceae	Enterobacteriaceae	Erysipelotrichaceae	Fusobacteriaceae	Lachnospiraceae	Methanobacteriaceae	Pasteurellaceae	Porphyromonadaceae	Prevotellaceae	Pseudomonadaceae	Rikenellaceae	Ruminococcaceae	S24-7	Synergistaceae	Unclassified Cyanobacteria	Unclassified Firmicutes	Unclassified Proteobacteria	Unclassified Tenericutes	Veillonellaceae	Verrucomicrobiaceae	[Barnesiellaceae]	[Paraprevotellaceae]	[Tissierellaceae]
LLM.2015.10.11	-7.79080099339675	-2.71279848139547	NA	NA	-11.2826540897264	-9.47529916766882	-11.6976915890053	-8.96072599483906	-6.01586754903152	-8.23825997036797	NA	-1.90273427207988	NA	NA	-4.13799584689454	-4.25198695347948	NA	-4.04186275756446	-2.48499256387266	-6.23825997036797	NA	-6.71279848139547	-4.23553017761239	-6.97887334154932	-7.75909213366941	-5.35191675216353	-5.12783598067432	-8.15337107278145	-4.08298174489006	NA
LLM.2015.11.08	-7.25448357388923	-2.39956725339449	NA	NA	-10.4694964648601	-10.6918888861965	-10.4694964648601	-8.63299519714296	-3.62759520940037	-7.18938854566734	-12.2768513869177	-2.40340727440231	NA	NA	-3.49713203177428	-5.98223063802606	NA	-3.85058663221558	-2.61418301140014	-6.73769257580965	NA	-6.97307063874058	-4.127104267413	-7.23245726755923	-7.78499829058801	-6.99144916805543	-9.18938854566734	-7.57641166877659	-3.55917496385129	NA
LLM.2015.11.22	-8.40660821299925	-3.100939532111	-11.6796267074057	NA	-8.22019508876837	-8.35769861251831	-10.0946642066845	-7.80515758948953	-5.38807226156182	-6.03577051763094	-12.2645892081268	-1.93984609763241	NA	NA	-4.62434427190448	-9.80515758948953	NA	-4.13273224751803	-2.1116706319902	-6.6207330183521	NA	-10.4572342860692	-3.56414948998573	-3.552062207687	-6.03577051763094	-6.00720136543417	-6.31039289773995	-7.77273611179715	-6.72543039701879	-11.6796267074057
LLM.2015.12.27	-7.29316141734813	-3.28175665407588	-9.57000162270695	NA	-7.48908162732339	-9.57000162270695	-11.270441340848	-7.16191688406988	-7.16191688406988	-7.02251382740446	-9.02251382740446	-1.75424886296868	NA	NA	-4.98042249391543	-9.94851324596068	NA	-3.93059133796342	-1.7283767985646	-9.46308641879044	-10.1005163394057	-8.94851324596068	-3.5682686554825	-6.11057000406966	-8.41246034572047	-6.0609879752191	-5.04643966664994	-7.57000162270695	-7.87812391806929	-9.57000162270695
LLM.2016.01.10	-7.98489310760979	-1.27948224731843	-11.6853328257509	-11.270295326472	-8.74673337041503	-9.56985560833095	-12.270295326472	-6.87797790369328	-4.37851162325373	-8.27029532647204	-5.85244281158614	-2.7262968763375	NA	-9.68533282575088	-3.97337911959275	-7.06084196084309	-12.270295326472	-5.27594188961318	-3.26748031086499	-10.6853328257509	-10.4629404044144	-10.9483672315847	-4.90397311222622	-6.02236781302845	-7.3876522771102	-6.84403057176994	-3.98952455634144	-6.39993060688864	-8.94836723158468	-7.16177086969387
LLM.2016.01.24	-9.95011842950258	-2.58292211947668	-10.4646916023323	NA	-9.36515592878142	-8.57160680624885	-9.1845836831396	-7.3894034750281	-6.11217518761155	-6.73288771328191	-5.13249517199114	-1.66564131169215	-12.2720465243899	-10.6870840236688	-5.64268990431033	-6.36515592878142	NA	-5.03364178506486	-2.26221790702183	-7.65733668027473	-8.74848456833293	-12.2720465243899	-4.08717118148165	-5.76425188419124	-7.74848456833293	-5.87972910161118	-4.39860241187456	-8.51715902222647	-5.79631309342354	-7.49068681086528
LLM.2016.02.07	-10.2698571946549	-2.96379550522653	-10.4625022725973	NA	-8.18239435340453	-9.36296659904635	-8.87753977187611	-8.31566088426799	-5.71526834297723	-6.35099395738027	-8.36296659904635	-1.55905076095552	NA	-11.6848946939337	-5.59037709514942	-7.74629523859786	NA	-4.83940464298934	-2.28046269481014	-7.59743185268337	-11.6848946939337	-9.94792909976751	-4.60097221038862	-3.24887725575066	-7.59743185268337	-6.26985719465487	-5.12011007515019	-8.46250227259726	-6.05068867419271	-8.81042557601757
LLM.2016.02.28	-8.62439338221977	-3.05757822820887	-9.8088179533572	-12.2682495719945	-9.5678098538534	-8.87593214921573	-8.5678098538534	-8.74468761593748	-5.8088179533572	-6.52678258559335	-7.68328707127334	-1.59317465160905	NA	-11.6832870712733	-6.62439338221977	-6.17021748903397	NA	-5.88454527952044	-1.80319340416332	-7.91069756737641	-9.94632147710713	-11.2682495719945	-3.31696485702752	-8.36135897638597	-7.22385545263604	-6.19143397494366	-4.87593214921573	-9.02032205855091	-6.8088179533572	-10.6832870712733
LLM.2016.03.13	-9.95288681956347	-3.47877530562107	-10.6898524137297	NA	-7.95288681956347	-8.75125295839382	-9.36792431884232	-9.81538329581354	-6.13526356205204	-6.48039904810073	-9.36792431884232	-1.73420250620131	NA	NA	-6.76702027425214	-10.2748149144508	NA	-5.08993957154255	-1.9981088945584	-6.95288681956347	-12.2748149144508	-8.95288681956347	-3.03402358228888	-3.95288681956347	-6.41683391932326	-5.76702027425214	-4.31771287288855	-9.36792431884232	-8.57437519630974	-9.68985241372968
LLM.2016.03.27	-11.2710252506166	-3.28803167592226	-12.2710252506166	NA	-8.62716906084185	-9.18356240936623	-9.94909715572921	-8.68606274989541	-6.74746329455956	-6.87870782783781	-11.2710252506166	-1.54395569259286	NA	NA	-6.3168289402297	-9.68606274989541	NA	-5.17826810969672	-2.3153753430882	-6.40066053103317	-11.6860627498954	-10.463670328559	-3.60036900149813	-3.46367032855897	-5.83639702297985	-5.89598581926965	-4.413044255489	-8.94909715572921	-5.92229709638549	-12.2710252506166
LLM.2016.04.24	-9.0341473551405	-2.99667264972184	NA	NA	-9.82264324994679	-9.11214986714177	-10.4747199465265	-8.32787855819721	-6.41171014900068	-8.52718736642062	-10.9601467736967	-1.42954535917989	NA	NA	-6.14252351618529	-5.52718736642062	NA	-5.46829367736705	-2.53472103910603	-5.54060788218294	-11.6971123678629	-10.1121498671418	-3.08608757055558	-4.39943181922225	-8.15279185163912	-5.75851291252707	-6.09225030970407	-8.37518427297557	-5.54736524835825	NA
LLM.2016.05.08	-9.57742882803575	-3.1904057049265	-11.6929060454557	NA	-7.95594045128948	-8.75430659011983	-10.6929060454557	-8.14858552923187	-3.07207529677968	-6.81843692753954	-11.6929060454557	-1.90663641780722	NA	-10.9559404512895	-6.02048070348419	-7.52298104401337	NA	-5.11296161950115	-2.76118359686723	-8.06841518054789	-10.9559404512895	-12.2778685461768	-3.3679754624068	-6.95594045128948	-6.31208426151475	-6.26664129075359	-2.85685569039761	-8.02994103273326	-6.85160379147474	-11.2778685461768
LLM.2016.05.22	-10.4317960517231	-2.13128005950109	NA	-8.28495466339383	-7.13062651700253	-6.35650792441886	NA	-4.52834454008135	-3.85977260670944	NA	-5.9723644330858	-3.58451494525273	NA	-9.65418847305954	-4.5112305192175	-6.21678316075225	NA	-4.23072235171012	-3.67690854955963	-10.0692259723384	-6.14111889082017	NA	-4.88159896916262	-7.59529478400598	-8.84683355100194	-6.09959962138191	-1.9788194552231	-6.86411154243378	-10.4317960517231	-6.26187105028079
LLM.2016.06.05	-8.75023364315725	-2.38353132219316	NA	NA	-7.84753084451217	-8.9518675043269	-9.02586808577068	-7.81436398057697	-3.3609062629843	-5.56643646713338	-11.6888330984931	-2.06373311597403	NA	NA	-5.23487660992196	-9.18633275796392	NA	-4.91624359459618	-2.11834486790213	-8.68883309849311	-11.6888330984931	-10.9518675043269	-3.65724675543528	-9.10387059777195	-6.81436398057697	-6.29651567571435	-4.94287872109965	-9.10387059777195	-8.62993940943954	-10.103870597772
LLM.2016.06.15	-8.95506864440976	-3.74561527878081	NA	-10.9550686444098	-8.32280042891025	-8.95506864440976	-8.75343478324011	-7.72240788761948	-2.75539629957339	-6.10707173785481	-11.692034238576	-1.78014296190908	NA	NA	-6.35813350202253	NA	NA	-5.0871721804171	-2.03084996466126	-8.63314054952239	NA	NA	-3.26437220043206	-9.18953389804678	-6.9371467364125	-6.26576948387387	-4.80939118921412	-8.57655702115603	-8.57655702115603	NA
LLM.2016.06.19	-9.81901783958318	-3.72578036070621	-10.6934869574993	-11.6934869574993	-7.95652136333312	-9.57800974007939	-9.47109453616288	-7.66373961410527	-2.00116205809012	-6.95652136333312	-10.2784494582205	-2.50283917746094	NA	-12.2784494582205	-6.59194893103726	-10.2784494582205	NA	-5.96556650293613	-2.59370083779886	-9.10852445677817	-10.2784494582205	-9.95652136333312	-3.00932277907106	NA	-7.60602411624899	-6.67853661603335	-2.89150921289617	-8.42046846309291	-9.19098661697014	-10.9565213633331
LLM.2016.06.26	-8.81727440125513	-2.24741879292419	-9.95477792500507	NA	-8.88438859711367	-9.95477792500507	-9.36981542428391	-8.27670601989243	-3.99593524976183	-6.66199617577722	-12.2767060198924	-2.22821914590009	NA	NA	-4.90166658854551	-8.36981542428391	NA	-4.72981156000479	-2.15711639915131	-6.08688146101241	-12.2767060198924	-9.95477792500507	-3.20524365733581	-10.6917435191713	-7.08688146101241	-6.93685601700781	-5.07703367505607	-8.88438859711367	-5.53523903349128	NA
LLM.2016.07.03	-8.87227178534806	-1.70856221540215	-9.94266111323946	NA	-8.35769861251831	-8.35769861251831	-9.94266111323946	-7.07476464924681	-2.81750598191717	-7.83832445342473	-6.05513584249787	-2.35995458645867	NA	-9.80515758948953	-5.8299609804901	-5.56414948998573	NA	-4.14564813540332	-2.68338862620187	-9.56414948998573	-12.2645892081268	NA	-5.38807226156182	-9.26458920812682	-8.35769861251831	-6.45723428606922	-7.74102725206981	-6.24222139509837	-8.17712636687648	-7.50970170596336
LLM.2016.07.19	-9.5691253146981	-4.18741599148532	-10.2695650328392	NA	-9.18210219158885	-8.87724761006043	-10.2695650328392	-7.74600307678218	-2.20954467833134	-5.34475252923341	-10.0996400313969	-1.6897777033122	NA	-12.2695650328392	-7.59713969086769	-10.684602532118	NA	-6.18210219158885	-2.01808262221898	-8.87724761006043	-9.94763693795183	-11.684602532118	-3.78978476881009	NA	-9.18210219158885	-6.23614203130174	-5.98416281397694	-8.62570884306447	-7.48820531931453	-10.4622101107816
LLM.2016.07.31	-9.46104087149895	-2.46507187451507	NA	NA	-11.2683957935566	-10.2683957935566	-10.2683957935566	-8.36150519794804	-3.09471865725314	-6.41041479842899	-10.6834332928354	-2.13782523075113	NA	NA	-4.8760783707778	-5.04439411935845	NA	-5.18093295230622	-2.12756602278356	-5.79266236259016	NA	-10.2683957935566	-3.90207357931074	NA	-8.46104087149895	-5.90207357931074	-9.80896417491926	-8.31419948316968	-5.32002856197188	-11.2683957935566
LLM.2016.08.14	-9.17080873503251	-2.60991399427319	-10.9363434813955	NA	-8.93634348139549	-10.2582715762829	-8.25827157628285	-6.78253814531645	-2.12384525606193	-6.84888064014515	-7.08834657484054	-2.33123440756256	NA	-8.61441538650813	-5.69602915206178	-11.6733090755617	NA	-6.18145597923202	-2.75643439138055	-11.2582715762829	-10.4509166542252	-11.2582715762829	-3.24984295421227	-7.9728693574206	-7.42538156211811	-7.14974711950468	-4.23313201400434	-7.64356173216764	-8.61441538650813	-7.28099165278293
LLM.2016.09.04	-7.72066269179269	-2.25635592234868	-11.6902890427492	-5.8406233158336	-7.57481182532923	-8.14596852652536	-10.2752515434703	-7.78339844714065	-6.02732403002674	-6.5610060258042	-8.10532654202802	-2.05064686193183	NA	-10.6902890427492	-5.66054169935512	-10.6902890427492	NA	-4.06336324892432	-1.86798377922559	-9.18778870221999	-11.6902890427492	-11.6902890427492	-3.95332344858296	-9.81581992483303	-8.69028904274917	-7.14596852652536	-5.7360927323623	-6.36836094786181	-6.10532654202801	-7.49389182994567
LLM.2016.09.11	-8.09832457055218	-2.37494804113393	NA	-11.6832870712733	-8.36135897638597	-9.36135897638597	-9.36135897638597	-7.26824957199449	-5.98284735313224	-6.20216038153672	-9.46089464993689	-2.16430614210294	NA	-11.6832870712733	-4.68704899006954	-8.5678098538534	-12.2682495719945	-4.23207595944101	-2.14542157718683	-7.51336206983102	-12.2682495719945	-6.54032911743129	-3.17946133327759	-9.5678098538534	-6.5678098538534	-6.5678098538534	-4.78040953817144	-6.69839396366354	-5.66833672980736	-10.4608946499369
LLM.2016.10.08	-7.41625154166236	-2.47738174152277	-9.81480091815263	-11.2742325367899	-8.36734194118141	-8.95230444190257	-10.4668776147323	-6.34349519922704	-6.03582779746485	-6.8312890409412	-6.15529146406642	-1.77388856751953	NA	-7.91668053217185	-5.80662698670693	-9.02630502334634	NA	-5.16049037074074	-2.0641700535497	-8.22983841743148	NA	-8.36734194118141	-3.41469775040728	-8.36734194118141	-6.7350737256819	-6.68927003606877	-5.01684469409728	-7.46687761473233	-6.68927003606877	-7.63037634701521
LLM.2016.10.17	-8.47051362411924	-3.28776458231934	-11.6929060454557	-12.2778685461768	-8.41988755104927	-9.37097795056832	-9.57742882803575	-7.49650883265218	-6.14858552923187	-6.54994809161364	-7.92031654155876	-1.52883716413664	NA	-9.69290604545568	-6.3830507828689	-9.47051362411924	NA	-5.45132005888593	-2.05991084831273	-7.63401235640212	NA	-9.81843692753954	-2.9236191642316	-9.27786854617684	-7.57742882803575	-6.08804398729682	-4.1904057049265	-7.37097795056832	-7.08804398729682	-8.57742882803575
LLM.2016.10.26	-7.55023857687404	-2.35186303665613	-9.27815903143724	NA	-9.81872741279994	-8.42017803630967	-12.2781590314372	-7.75459707538023	-5.47725913151693	-7.7235701797596	NA	-1.70830342310629	NA	NA	-4.61282311425206	-4.44210867637917	-10.9562309365499	-5.17487122302522	-2.37051722777171	-6.85189427673514	NA	-6.81872741279994	-4.03736769927528	-12.2781590314372	-8.37126843582872	-5.94724215332262	-7.63430284166251	-7.92060702681915	-4.68196927529283	-10.4708041093796
LLM.2016.11.05	-7.83832445342473	-2.03216828095075	-9.26458920812682	NA	-7.03577051763094	-9.01666169468324	-7.87227178534806	-6.96080845994972	-6.72543039701879	-7.50970170596336	-8.94266111323946	-2.50054699082024	NA	-10.6796267074057	-4.73711220206643	-11.6796267074057	NA	-3.19850001766905	-2.28730928462691	-11.6796267074057	-10.6796267074057	-9.01666169468324	-3.38500595851404	-11.2645892081268	-7.17712636687648	-7.40660821299925	-4.67213217085874	-5.38807226156182	-7.45723428606922	-9.67962670740567
LLM.2016.11.09	-6.75314406383542	-1.71924231829461	-13.2767060198924	NA	-13.2767060198924	-9.57626630175134	-12.2767060198924	-5.89300172741838	-5.37583921191168	-5.77686013280923	-7.99130380103018	-1.91585893571277	NA	-10.1067810184501	-5.35189351628665	-8.88438859711367	NA	-6.49534630636777	-3.21331093860392	-13.2767060198924	NA	-9.36981542428391	-5.63284983011771	-9.46935109783483	-11.6917435191713	-7.63284983011771	-2.71828530662377	-9.81727440125513	-5.1786739369319	-9.27670601989243
LLM.2016.11.10	-6.49839594219645	-1.37964359274365	NA	NA	-12.2797556557211	-7.37286506011259	-11.6947931549999	-8.4724007336635	-5.59325512853789	-7.07030229009216	-11.2797556557211	-2.00363125044687	NA	NA	-4.85769088954829	-4.49512081016359	NA	-5.19229281447077	-3.0837683576926	-12.2797556557211	NA	-7.42177466059353	-4.15563434389192	-10.4724007336635	-11.6947931549999	-6.60733031374961	-7.08993109684109	-9.03182814227752	-6.56551013805498	NA
LLM.2016.11.13	-7.75285328583567	-2.35829739086091	NA	NA	-9.10649024045037	-8.75285328583567	-10.6914527411715	-7.88409781911392	-5.14198892167175	-7.63255905211795	-8.57597552375159	-1.61552797159011	NA	-10.1064902404504	-5.1317569990608	-5.49505552836802	NA	-3.95674312094568	-2.39530128121758	-8.69145274117152	NA	-7.784562145563	-4.78857520806963	-8.81698362325538	-7.85015048719058	-5.86702430575498	-5.58292828439335	-6.75285328583567	-5.4122290972384	-8.63255905211795
LLM.2016.11.20	-8.87885376836101	-3.27258076139444	-12.2711711911398	NA	-6.12142407163509	-9.81173957250247	-9.27117119113977	-6.73201238003174	-6.58467066395655	-6.55692567347365	NA	-1.91802436564169	NA	NA	-6.08134663225976	-12.2711711911398	NA	-5.05685207033901	-2.06293683279998	-9.46381626908217	-9.94924309625241	-8.81173957250247	-2.34561675126622	-11.2711711911398	-6.89613175979285	-6.67125834895265	-3.96283216100037	-7.18370834988943	-7.46381626908217	-9.94924309625241
LLM.2016.11.27	-7.17110319263959	-2.96969995972411	-11.6736035331688	-11.2585660338899	-5.85768659760775	-8.73500407783292	-8.61470984411521	-7.40058503876236	-6.51709904748879	-6.6586531917028	-10.0886410324476	-3.08239288478244	NA	-12.2585660338899	-4.99177949319503	NA	NA	-3.96624440108789	-1.76771515714964	-9.55812631574884	-11.2585660338899	-6.54432051622381	-2.59411874934196	-7.73500407783292	-6.50367853172646	-5.57206550670671	-4.20871748443937	-5.95478528571283	-5.49038170911301	-11.6736035331688
LLM.2016.12.01	-6.22558460610716	-3.67592484014168	-10.6740451069235	-7.32827027008172	-7.06918304876459	-8.61515141786988	-8.93707951275725	-5.85812817136242	-3.167572221321	-5.51754062124346	NA	-1.86400909314294	NA	NA	-4.35211701203609	-11.2590076076446	-7.90145560302653	-5.08408192514393	-2.11817783687161	-10.2590076076446	-12.2590076076446	-6.4645917412945	-3.77922734361551	-8.40102661251704	-6.0890826062023	-6.04955424201566	-7.53108715308141	-8.50412010548114	-5.40102661251704	-9.55856788950352
LLM.2016.12.03	NA	-1.53596622846458	NA	NA	NA	-12.2858356558614	-12.2858356558614	NA	-3.42164951120714	-5.75445419534511	NA	-8.00043343699917	NA	NA	NA	NA	NA	NA	-5.85957090115932	NA	NA	NA	-8.64197946608669	-0.946542355681325	NA	NA	-12.2858356558614	NA	-12.2858356558614	NA
LLM.2016.12.04	NA	-3.20313896005679	NA	NA	NA	NA	NA	NA	-0.87350513616112	-6.82452486902782	-11.698993986944	-6.82452486902782	NA	NA	NA	NA	NA	NA	-3.73706202777748	NA	NA	NA	-5.54924686743928	-2.12282460468081	-11.2839564876651	-9.96202839277775	-11.698993986944	NA	NA	NA
LLM.2016.12.11	-8.18224827989244	-1.71800285952209	-12.2697111211428	NA	-10.4623561990852	-9.26971112114278	NA	-7.87739369836402	-7.07988656226276	-6.1199640016381	-12.2697111211428	-2.03729019396671	NA	NA	-4.35383174230701	NA	NA	-4.51482361897931	-1.97623947230465	NA	-12.2697111211428	-12.2697111211428	-5.38706807178094	NA	NA	-5.28671754644847	-10.9477830262554	-5.44316263385187	NA	NA
LLM.2016.12.17	-9.92999806260903	-3.05348111604403	NA	NA	-8.49703865533292	-8.25192615749639	NA	-7.89437415287831	-6.51045917109524	-5.42537767020547	-10.929998062609	-1.61077756008516	NA	NA	-6.36928310813455	-8.16446331624605	-11.2519261574964	-5.4317471950812	-1.33679370854574	-8.34503556188787	-10.929998062609	-9.66696365677523	-4.89437415287831	-10.929998062609	-6.48374183271946	-7.20753203813794	-7.85960873471763	-6.66696365677523	NA	NA
LLM.2016.12.25	-8.34680918576566	-4.0152950420491	NA	NA	-3.40195073995812	-9.16623694012384	-12.2536997813742	-6.40820973042981	-5.51223279497303	-7.63898993725897	NA	-2.65564728121258	NA	NA	-5.18761059091641	-9.0057722679306	NA	-2.44715015938822	-1.77442475112398	-8.29950347098731	-7.32296244381129	-5.51899016114834	-4.79837256106962	-7.86138235859542	-12.2536997813742	-5.71454097026615	-5.92278290325956	-5.11414842897539	NA	NA
LLM.2017.01.01	-9.09803208296053	-2.20928883406227	-8.80852546576554	NA	-4.59553174243134	-7.36106648879432	-10.6829945836817	-7.00117054370794	-6.27927239763067	-7.15943262762467	NA	-2.30289432765821	NA	NA	-5.00117054370794	-10.0980320829605	-12.2679570844028	-3.3254425790636	-1.90875659926921	-7.13867406745787	-9.1804942431525	-6.21267464890165	-5.03913839390696	-9.46060216234523	-8.62410089462811	-5.60974560165104	-7.29067716090292	-5.69052825636709	NA	NA
LLM.2017.01.08	-11.2563561355142	-2.87481318432958	NA	NA	-4.69030209734307	-7.42346612134942	-10.9344280406268	-8.39837514038659	-7.5014686333507	-5.92543925739955	NA	-2.07893659752493	-12.2563561355142	NA	-6.20107370001298	-9.55591641737307	NA	-3.74262853956173	-1.56374063381959	-7.30215982512729	NA	-7.86403871273541	-3.98489310760979	-8.34946553990565	-8.08643113407185	-4.89441236177893	-7.79692451687687	-6.67139363479301	NA	NA
LLM.2017.01.15	-9.33910768486419	-3.60394658754473	-10.6610357797516	NA	-3.03654491484376	-7.92407018558534	-8.92407018558534	-5.6312884363575	-6.47781395569578	-7.38801728534513	NA	-2.12187696864352	-11.2459982804727	NA	-5.54555856233161	-8.24599828047271	-12.2459982804727	-3.98861043778005	-1.55818521790778	-8.24599828047271	-6.87095884912578	-8.15853543922237	-4.79067106016815	-10.0760732790304	-11.2459982804727	-5.01717958997683	-8.66103577975155	-7.29180197008583	NA	NA
LLM.2017.01.22	-7.83230127918783	-3.16713064756633	-9.35167543828141	NA	-3.40994309346059	-7.73500407783292	-10.0886410324476	-6.36374827058199	-5.90101402927185	-6.04911266826098	NA	-2.1031153025778	NA	NA	-6.078656943875	-7.45121111183233	NA	-3.27985557478358	-1.90928480507248	-5.21417191453148	-8.50367853172646	-8.50367853172646	-4.98710300598556	-8.01063852044635	-9.01063852044635	-4.93213654676763	-8.01063852044635	-6.61470984411521	NA	NA
LLM.2017.01.31	-8.55959770296551	-3.58584515296092	-11.6750749203854	NA	-6.02163268178152	-7.58761207913511	-8.8006058024693	-6.03121873061072	-5.58761207913511	-6.64532757699139	NA	-2.35239561744107	NA	NA	-5.77622164384234	-7.28275749760668	NA	-2.81605787850535	-1.34565228895116	-7.2600374211066	-8.73647546504959	-8.8006058024693	-5.43985845869141	-9.8006058024693	-8.86771999832784	-5.11029030160192	-6.60182593835481	-6.35314682549808	NA	NA
LLM.2017.02.11	-8.26297570122794	-2.66213358684064	-10.9410476063406	NA	-4.27429101445578	-7.24060788819949	-10.6780132005068	-6.10310436444955	-6.29719141656586	-6.95919495305084	NA	-2.46612490596078	NA	NA	-5.02457096190286	-7.24060788819949	-4.63726685816348	-2.9387951546092	-2.03596150757881	-6.67801320050679	-8.67801320050679	-8.73941374517093	-4.81176458939561	-7.33223836366506	-8.26297570122794	-5.18082665987407	-6.05352233559899	-6.78724227026155	NA	NA
LLM.2017.02.26	-10.6933417514159	-5.15936317941352	NA	NA	-7.60587891016554	-7.52341674997356	-10.4709493300794	-8.69334175141588	-1.12411904287174	-6.05913573167487	NA	-2.2014886550862	NA	NA	-8.19084141088669	-11.278304252137	-12.278304252137	-5.76260441385299	-2.54528893045107	-9.10837925069472	-10.9563761572497	-11.278304252137	-4.53683726573589	-12.278304252137	-7.55038379757383	-6.30102432863712	-7.04948556164115	-9.69334175141588	NA	NA
LLM.2017.03.13	-9.45650109753848	-3.79218080520404	NA	NA	-5.82922779195936	-7.24148820656763	-9.26385601959608	-7.15533156281791	-3.60564453684429	-6.60564453684429	NA	-1.46741076053423	NA	NA	-6.88881658824916	-9.94192792470872	NA	-4.62361108337374	-1.87530051561352	-8.35696542398756	-10.0939310181538	-8.61999982982136	-4.61999982982136	-8.94192792470872	-7.38121297023424	-5.0350373291002	-5.44367705718089	-6.92400601671146	NA	NA
LLM.2017.04.16	-7.84723947926006	-2.09670775581456	NA	NA	-7.688541733241	-8.46614931190456	-10.9515761390748	-8.57306451582107	-5.40313951437876	-8.18604139271182	NA	-1.81714981885387	NA	NA	-5.89846480261524	-4.14164727335337	NA	-3.6477953908977	-2.51278428649654	-6.02557672051858	NA	-8.8811868111834	-5.0543357135	-10.4661493119046	-9.46614931190456	-6.44061421979742	-4.58001727646284	-6.83056073811343	NA	NA
LLM.2017.04.30	-6.65908575509906	-2.85383542136638	NA	NA	-8.62993940943954	-7.75023364315725	-10.4664406771567	-8.5189080970508	-5.70393999088332	-7.78194250288459	NA	-1.6636935362146	NA	NA	-5.81436398057697	-4.24037259767681	NA	-4.04017592245456	-2.47127923409304	-5.29080202451995	-13.2737955992143	-6.09388650919933	-3.89658506882571	-6.91624359459618	-7.98839338035202	-6.86440466307656	-4.22667168710024	-6.89875616786734	NA	NA
LLM.2017.05.14	-7.31770436200467	-2.83206978841015	NA	NA	-7.51701317022807	-8.10197567094923	-11.2719006723915	-7.3892576230297	-5.47100077247124	-7.04308198189566	NA	-1.85194049454365	NA	NA	-6.31770436200467	-9.68693817167039	NA	-3.39691932473777	-1.89252230532028	-6.42641062144717	-9.36501007678302	-7.68693817167039	-4.57493314615726	-7.74833871633453	-8.31770436200467	-5.48399811300011	-4.19508507534071	-6.96811992421444	NA	NA
LLM.2017.05.28	-8.02848772844909	-2.66631317889301	NA	NA	-8.52152773972921	-7.52152773972921	-11.2764152418927	-7.46906031983507	-6.76862060169398	-7.34567790432979	NA	-1.94437869353103	NA	NA	-5.72952078200504	-5.84178701425595	NA	-3.73338342163744	-1.95617879665103	-5.12159713284057	-12.2764152418927	-9.02848772844909	-4.65070639882821	-8.52152773972921	-13.2764152418927	-4.94549836377806	-3.89920471150413	-7.126668122388	NA	NA
LLM.2017.06.25	-7.60515266044424	-3.30173003440895	-13.2775780024157	NA	-8.52269050025227	-8.47022308035813	-10.2775780024157	-7.54965754785254	-5.78572490608606	-7.16905354563757	NA	-1.81354285022582	NA	NA	-6.0976689124008	-6.90253857106881	-13.2775780024157	-3.92002599779765	-2.40490312214513	-6.02965048897215	-9.1901151611654	-7.99217578355349	-4.23865901312343	-8.63372181264101	-9.1901151611654	-6.02019015972308	-2.38351815614171	-6.80184457144934	NA	NA
LLM.2017.07.17	-8.1066356367761	-2.12364206208179	NA	NA	-8.52167313605494	-7.69159813749726	-10.6915981374973	-9.46920571616081	-4.29071870121507	-7.23216651885996	NA	-1.93559787396671	NA	NA	-5.53509365181727	-5.81712901958112	NA	-4.12681351871373	-2.21047144776064	-5.53509365181727	-12.2765606382184	-7.91900863360033	-4.65085179515395	-8.81712901958112	-9.18909779696807	-4.63631570199607	-6.45638167580323	-7.85029588351632	NA	NA
LLM.2017.08.13	-7.37054211298154	-2.40168335717	NA	NA	-8.81800108995276	-7.81800108995276	-11.2774327085901	-6.95550461370269	-5.84280448095333	-6.76963806839136	NA	-1.72188493694299	NA	NA	-6.56318719092393	-5.51588147614557	-13.2774327085901	-4.47007778653245	-2.11441206900926	-5.31164842392797	-12.2774327085901	-7.16890825181189	-4.14814969164509	-7.30015278509014	-9.95550461370269	-4.96909367845065	-5.70000388055431	-7.95550461370269	NA	NA
